     	name	comment	
$12_4_FINAL_940_TEXT	??但只有我可以走灵魂之道。		
$12_4_FINAL_950_TITLE	TALK_$MCG_POWER		
$12_4_FINAL_950_TEXT	发生什么事了？		
$12_4_FINAL_960_TITLE	TALK_$HEA_NORMAL		
$12_4_FINAL_960_TEXT	他直接走进??另外一头??		
$12_4_FINAL_970_TITLE	TALK_$HEA_NORMAL		
$12_4_FINAL_970_TEXT	我不能从中途世界中找到他。		
$12_4_FINAL_980_TITLE	TALK_$HEA_NORMAL		
$12_4_FINAL_980_TEXT	??		
$SIDEQUEST_7_00_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$SIDEQUEST_7_00_TEXT	我的泰陶-米斯里，你变成了什么？		
$SIDEQUEST_7_10_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$SIDEQUEST_7_10_TEXT	我们一起冲破这_脏的浪潮吧。		
$SIDEQUEST_7_20_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$SIDEQUEST_7_20_TEXT	我们绝不会被这些可怜虫打败的！		
$SIDEQUEST_7_30_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$SIDEQUEST_7_30_TEXT	我们把最低等的人提升至高位，赋予他们荣耀！		
$SIDEQUEST_7_40_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$SIDEQUEST_7_40_TEXT	你是不是在人类的世界沉沦已久，忘记自己是一个神了？		
$SIDEQUEST_7_50_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$SIDEQUEST_7_50_TEXT	我们肩负着神圣的任务！		
$SIDEQUEST_7_60_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$SIDEQUEST_7_60_TEXT	我们怎能让这些乱七八糟的东西破坏我们的使命呢？		
$SIDEQUEST_7_70_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$SIDEQUEST_7_70_TEXT	我们的目光追随着灵魂的秘密，你是否愿意跟随我们呢？		
$SIDEQUEST_7_80_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$SIDEQUEST_7_80_TEXT	我可不愿跟随你步上自取灭亡之路。		
$SIDEQUEST_7_90_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$SIDEQUEST_7_90_TEXT	我是否要将你像一坨烂肉地丢在一旁呢？你真的有价值吗？		
$SIDEQUEST_7_100_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$SIDEQUEST_7_100_TEXT	命运已经注定了我们的路！我们必须前进！		
$SIDEQUEST_7_110_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$SIDEQUEST_7_110_TEXT	你怎可以待我如此残忍呢？怎能逼我毁灭我所钟爱的一切呢？		
$SIDEQUEST_7_111_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$SIDEQUEST_7_111_TEXT	你怎能把我们两人也灭了呢？		
$SIDEQUEST_7_120_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$SIDEQUEST_7_120_TEXT	你可以把我们全放弃？可以将我们一切建立的全毁掉？		
$SIDEQUEST_7_130_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$SIDEQUEST_7_130_TEXT	??所以我必须进行最后一次清洗??全部也要清洗??		
$INDEX_SLAK_DIE_00_TITLE	TALK_$BER_SMILE		
$INDEX_SLAK_DIE_00_TEXT	$MCG! 你失去了我的躯体！		
$INDEX_SLAK_DIE_10_TITLE	TALK_$MCG_POWER		
$INDEX_SLAK_DIE_10_TEXT	对不起啊！你受这么重的伤，我也很难集中！		
$INDEX_SLAK_DIE_20_TITLE	TALK_$BER_SMILE		
$INDEX_SLAK_DIE_20_TEXT	快点把我拉回来！我快支持不住了！		
$INDEX_BER_DIE_30_TITLE	TALK_$BER_SURPRISE		
$INDEX_BER_DIE_30_TEXT	嘿 $MCG! 我的一个兄弟倒下了！拉他回来！我们还要撕杀呢！		
$INDEX_KETTA_DIE_40_TITLE	TALK_$RAN_NORMAL		
$INDEX_KETTA_DIE_40_TEXT	嘿！我要倒了！		
$INDEX_KETTA_DIE_50_TITLE	TALK_$MCG_POWER		
$INDEX_KETTA_DIE_50_TEXT	撑住！我们很快会救你！		
$INDEX_KETTA_DIE_60_TITLE	TALK_$RAN_NORMAL		
$INDEX_KETTA_DIE_60_TEXT	快点！感觉很奇怪！		
$INDEX_RAN_DIE_70_TITLE	TALK_$RAN_NORMAL		
$INDEX_RAN_DIE_70_TEXT	嘿！我们的兄弟快倒下了！快点救他们！		
$INDEX_BOOST_SLAK_80_TITLE	TALK_$BER_DERANGED		
$INDEX_BOOST_SLAK_80_TEXT	哈哈哈！我是迷人的暴力之神！		
$INDEX_BOOST_SLAK_90_TITLE	TALK_$BER_DERANGED		
$INDEX_BOOST_SLAK_90_TEXT	快看看我性感的腹肌！是不是令人叫绝呢！		
$INDEX_FIRST_LEVEL_100_TITLE			
$INDEX_FIRST_LEVEL_100_TEXT	点击这里开始		
$INDEX_SECOND_LEVEL_110_TITLE			
$INDEX_SECOND_LEVEL_110_TEXT	点击这里前进		
$INDEX_SECOND_LEVEL_111_TITLE			
$INDEX_SECOND_LEVEL_111_TEXT	按<MOVE_MAP_DOWN> 前进。		
$INDEX_LVL_DUDE_120_TITLE	新手引导		
$INDEX_LVL_DUDE_120_TEXT	恭喜！一个守护者升级了！		
$INDEX_LVL_DUDE_130_TITLE	新手引导		
$INDEX_LVL_DUDE_130_TEXT	点击一个守护者去升级他们的技能。		
$INDEX_LVL_DUDE_131_TITLE	新手引导		
$INDEX_LVL_DUDE_131_TEXT	按<MENU_MENU>去切换角色。		
$INDEX_CLICK_DUDE_140_TITLE	新手引导		
$INDEX_CLICK_DUDE_140_TEXT	这是守护者的技能树。		
$INDEX_CLICK_DUDE_150_TITLE	技术		
$INDEX_CLICK_DUDE_150_TEXT	这个圆形的技能就是技术<N>，在战争中经常使用。		
$INDEX_CLICK_DUDE_160_TITLE	特征		
$INDEX_CLICK_DUDE_160_TEXT	这个方形的技能是被动特征，<N>是常用的能力。		
$INDEX_SKILL_DUDE_170_TITLE	新手引导		
$INDEX_SKILL_DUDE_170_TEXT	把鼠标移到技能上，就可以知道升级的效果。		
$INDEX_SKILL_DUDE_180_TITLE	新手引导		
$INDEX_SKILL_DUDE_180_TEXT	点选技能去增加1点。		
$INDEX_CLICK_DUDE1_190_TITLE	新手引导		
$INDEX_CLICK_DUDE1_190_TEXT	按<MENU_SELECT> 去检查这个角色。		
$INDEX_SKILL_DUDE1_200_TITLE	新手引导		
$INDEX_SKILL_DUDE1_200_TEXT	按<MENU_SELECT> 去检查这个角色的技能树。		
$INDEX_ORB_DUDE1_210_TITLE	新手引导		
$INDEX_ORB_DUDE1_210_TEXT	<RE>$INDEX_CLICK_DUDE_140_TEXT		
$INDEX_ORB_DUDE1_220_TITLE	新手引导		
$INDEX_ORB_DUDE1_220_TEXT	<RE>$INDEX_CLICK_DUDE_150_TEXT		
$INDEX_ORB_DUDE1_230_TITLE	新手引导		
$INDEX_ORB_DUDE1_230_TEXT	<RE>$INDEX_CLICK_DUDE_160_TEXT		
$INDEX_ORB_DUDE1_240_TITLE	新手引导		
$INDEX_ORB_DUDE1_240_TEXT	这个版面会显示升级技能后的情况。		
$INDEX_ORB_DUDE1_250_TITLE	新手引导		
$INDEX_ORB_DUDE1_250_TEXT	<RE>$INDEX_D1_290_TEXT		
$INDEX_A_190_TITLE	新手引导		
$INDEX_A_190_TEXT	恭喜！$MCG 提升了一个等级!		
$INDEX_A_200_TITLE	新手引导		
$INDEX_A_200_TEXT	点击$MCG去升级他的咒语。		
$INDEX_A_201_TITLE	新手引导		
$INDEX_A_201_TEXT	按<MENU_MENU>去切换你的角色。		
$INDEX_B_210_TITLE	新手引导		
$INDEX_B_210_TEXT	这是 $MCG的技能树。<N>$MCG的技能全是咒语。		
$INDEX_B_220_TITLE	新手引导		
$INDEX_B_220_TEXT	$MCG可以使用一个技能点。<N>移动鼠标去查看电击咒语。		
$INDEX_C_230_TITLE	新手引导		
$INDEX_C_230_TEXT	把鼠标移到技能上，就可以知道升级的效果。		
$INDEX_C_240_TITLE	新手引导		
$INDEX_C_240_TEXT	点击魔球去为这个技能增加1点。		
$INDEX_B1_250_TITLE	新手引导		
$INDEX_B1_250_TEXT	按<MENU_SELECT> 去查看 $MCG.		
$INDEX_C1_260_TITLE	新手引导		
$INDEX_C1_260_TEXT	按<MENU_SELECT>去检查$MCG的技能树。		
$INDEX_D1_270_TITLE	新手引导		
$INDEX_D1_270_TEXT	<RE>$INDEX_B_210_TEXT		
$INDEX_D1_280_TITLE	新手引导		
$INDEX_D1_280_TEXT	$MCG 可以使用1个技能点。<N>这可以显示技能升级后的效果。		
$INDEX_D1_290_TITLE	新手引导		
$INDEX_D1_290_TEXT	按<MENU_SELECT>去为这个技能增加1点。		
$INDEX_BUY_STUFF_250_TITLE			
$INDEX_BUY_STUFF_250_TEXT	你可以在城内购买装备和雇用新的守护者。		
$INDEX_BUY_STUFF_260_TITLE			
$INDEX_BUY_STUFF_260_TEXT	你现在应该雇用狂战士与购买武器。<N><N>(提示：购买会越来越贵。)		
$INDEX_HOW_TO_BUY_270_TITLE	购买武器		
$INDEX_HOW_TO_BUY_270_TEXT	这里有武器出售。<N>点一个武器种类，让“购买”按钮出现。		
$INDEX_DIFF_TOWN_280_TITLE	城镇:		
$INDEX_DIFF_TOWN_280_TEXT	不同城镇有不同的东西出售。		
$INDEX_DIFF_TOWN_290_TITLE	城镇:		
$INDEX_DIFF_TOWN_290_TEXT	举例来说，你可以在这个城镇雇用游侠和购买盔甲。		
$INDEX_DIFF_TOWN_300_TITLE	城镇:		
$INDEX_DIFF_TOWN_300_TEXT	记住，越大的军队就越贵。每次雇用都会比上一次更贵。		
$INDEX_1_1_WHERE_AM_I_TITLE	中途世界		
$INDEX_1_1_WHERE_AM_I_TEXT	孤单又迷失， $MCG发现自己徘徊在生与死之间。		
$INDEX_1_2_THE_SHADOW_WORLD_TITLE	亡者的马车		
$INDEX_1_2_THE_SHADOW_WORLD_TEXT	$MCG 遇到了装满货物的商人大篷车。		
$INDEX_1_3_COLISEUM_1_TITLE	竞技场		
$INDEX_1_3_COLISEUM_1_TEXT	我们的英雄在奥斯蒙的竞技场中，被逼与亡灵作战。		
$INDEX_JAIL_TITLE	奥斯蒙德监狱		
$INDEX_JAIL_TEXT	奥斯蒙德监狱是奴隶与角斗士聚集之地。无耻的人渣与无辜的旁观者都恨不得逃出生天。		
$INDEX_JAIL_DESTROY_TEXT	这监狱是空的-有人在墙上炸开了一个洞，所有的囚犯都逃走了。		
$INDEX_1_4_COLISEUM_2_TITLE	返回竞技场		
$INDEX_1_4_COLISEUM_2_TEXT	奥斯蒙为了一个奇怪的客人，展示了$MCG的能力?? 		
$INDEX_1_5_RIVER_ESCAPE_TITLE	逃犯河域		
$INDEX_1_5_RIVER_ESCAPE_TEXT	一群由竞技场大胆逃亡的乌合之众，占领了这个河域。		
$INDEX_SHANTY_TITLE	棚户区		
$INDEX_SHANTY_TEXT	一_破_的棚__ - 看起_像逃犯的避_所。		
$INDEX_SIDEQUEST_1_TITLE	地下墓穴		
$INDEX_SIDEQUEST_1_TEXT	自奥斯蒙回归， $MCG回来拯救在依然困于监狱地下墓穴的人。 		
$INDEX_RANGER_TOWN_TITLE	卡尔斯克		
$INDEX_RANGER_TOWN_TEXT	游牧村民的幸存者营寨。 卡尔斯克像奥斯蒙缴付巨额献金去避免战火。		
$INDEX_RANGER_TOWN_DESTROY_TEXT	卡尔斯克的遗址都被一层厚厚的炭灰遮盖住，牺牲者的遗体都无法被找到。		
$INDEX_2_1_SAVE_RANGER_TOWN_TITLE	卡尔斯克之战		
$INDEX_2_1_SAVE_RANGER_TOWN_TEXT	奥斯蒙大军围攻卡尔斯克。		
$INDEX_2_2_UNDEAD_RANGERS_TITLE	老朋友，新敌人。		
$INDEX_2_2_UNDEAD_RANGERS_TEXT	卡尔斯克的遗民奋起成为长期的敌人。		
$INDEX_2_3_MONASTERY_GATES_TITLE	修道院大门		
$INDEX_2_3_MONASTERY_GATES_TEXT	一场大战在修道院大门爆发。		
$INDEX_LAKSOS_TITLE	勒萨斯		
$INDEX_LAKSOS_TEXT	一个在山脚下的营寨，经常受到奥斯蒙军的掠夺。		
$INDEX_2_4_MONASTERY_TITLE	修道院大梯		
$INDEX_2_4_MONASTERY_TEXT	敌人攻击了恢弘的修道院大梯。		
$INDEX_MONASTERY_TITLE	修道院		
$INDEX_MONASTERY_TEXT	阿舍王国国教的修道院。		
$INDEX_SIDEQUEST_2_TITLE	去钓鱼		
$INDEX_SIDEQUEST_2_TEXT	$MCG 清除河中亡灵感染，让平民可以再次垂钓。		
$INDEX_3_1_TO_THE_PASS_TITLE	去医馆		
$INDEX_3_1_TO_THE_PASS_TEXT	$MCG 立马赶到医馆去迎战一次突袭。		
$INDEX_3_2_HOSPITAL_ATTACK_TITLE	攻击医馆		
$INDEX_3_2_HOSPITAL_ATTACK_TEXT	守卫被围攻的医馆。		
$INDEX_HOSPITAL_TITLE	医馆		
$INDEX_HOSPITAL_TEXT	一个收容无家可归之人与伤病者的怜悯之地。		
$INDEX_SIDEQUEST_3_TITLE	克拉斯的儿子		
$INDEX_SIDEQUEST_3_TEXT	$RAN 顽强地信守对一个格卡部落成员的承诺。		
$INDEX_SIDEQUEST_4_TITLE	进入暗影		
$INDEX_SIDEQUEST_4_TEXT	当$MCG 与 $RAN 消失后，$BER 与$HEA都被一个神秘的女人带走灵魂了。		
$INDEX_3_3_DESERT_STRONGHOLD_TITLE	沙漠堡_入口		
$INDEX_3_3_DESERT_STRONGHOLD_TEXT	附近围着一帮亡灵，这些人在沙漠入口，建立起一个入口。		
$INDEX_3_4_ARMORED_CREEPS_TITLE	生还骑士之夜		
$INDEX_3_4_ARMORED_CREEPS_TEXT	在堡垒寻求避难时，这群人发现了在暗夜中的罪恶。		
$INDEX_3_5_MEET_THE_KNIGHT_TITLE	装甲装甲		
$INDEX_3_5_MEET_THE_KNIGHT_TEXT	一个孤独的骑士加入军队就是为了摆显他的装备。		
$INDEX_GUARD_TOWN_TITLE	守卫藏身处		
$INDEX_GUARD_TOWN_TEXT	一个由旧卫兵居住的堡垒，守卫着瘟疫的_存者。		
$INDEX_SIDEQUEST_5_TITLE	回到影中		
$INDEX_SIDEQUEST_5_TEXT	那个神秘的女人回来了，绑走了$BER 和 $KNI。		
$INDEX_3_6_INTO_THE_CITY_TITLE	深入的堡_		
$INDEX_3_6_INTO_THE_CITY_TEXT	$KNI 带领军队深入堡垒去寻找答案。		
$INDEX_3_7_UNWELCOME_GUESTS_TITLE	不受欢迎的客人		
$INDEX_3_7_UNWELCOME_GUESTS_TEXT	军队在地下墓穴的深处发现了一个不清楚是敌是友的阵型。		
$INDEX_3_8_DEFEND_NEST_TITLE	守卫巢穴		
$INDEX_3_8_DEFEND_NEST_TEXT	$DRA 答应帮助我们，条件是英雄们可以助她守卫巢穴。		
$INDEX_DRAGON_LAIR_TITLE	龙的巢穴		
$INDEX_DRAGON_LAIR_TEXT	$DRA的老窝，充满珍宝，养育她的后裔。		
$INDEX_3_9_GOAT_STEW_TITLE	大口吞羊		
$INDEX_3_9_GOAT_STEW_TEXT	$DRA 饿了。$MCG 提供了人肉以外的选择。		
$INDEX_3_10_THE_CITADEL_TITLE	皇家档案室		
$INDEX_3_10_THE_CITADEL_TEXT	军队一直打入了古老的档案室，打算寻找答案。		
$INDEX_FIRE_SHRINE_TITLE	奎德火神殿		
$INDEX_FIRE_SHRINE_TEXT	这是奎德火神殿。		
$INDEX_SIDEQUEST_6_TITLE	堕落神庙		
$INDEX_SIDEQUEST_6_TEXT	$MAG 与 $MCG 净化了被玷污的奎德火神殿。		
$INDEX_DESTROYED_RANGER_TOWN_TITLE	摧毁游侠之城		
$INDEX_DESTROYED_RANGER_TOWN_TEXT	游侠余党之城。 几个游侠依然隐藏在废墟之中。		
$INDEX_3_11_CITADEL_BOSS_TITLE	隧道逃亡		
$INDEX_3_11_CITADEL_BOSS_TEXT	在亡灵军队的追赶下，军队透过大教堂的地下污水道逃出。		
$INDEX_3_12_TUNNEL_ESCAPE_TITLE	矿洞爆破		
$INDEX_3_12_TUNNEL_ESCAPE_TEXT	$HEA 计划在矿洞进行爆破，只要 $MCG 可以把亡灵大军拖延住。		
$INDEX_3_13_DESTROY_CITY_TITLE	舍里米尔出现		
$INDEX_3_13_DESTROY_CITY_TEXT	舍里米尔就在我们和出口之间出现。		
$INDEX_GHOST_TOWN_TITLE	鬼城		
$INDEX_GHOST_TOWN_TEXT	一个近乎荒废的乡村，只有少数的商人和奎德幸存者出入。		
$INDEX_4_1_EZTLIS_FORCES_TITLE	艾斯理-特诺奇的军队		
$INDEX_4_1_EZTLIS_FORCES_TEXT	在前往墓坑的东边时，我们整支军队通过了艾斯理-特诺奇的地盘。		
$INDEX_4_2_WIZARDS_REALM_TITLE	巫师之界		
$INDEX_4_2_WIZARDS_REALM_TEXT	军队发现自己身处一个奇怪城市的遗址中。这里到底是哪里？		
$INDEX_4_3_THE_HALLS_TITLE	神王之殿		
$INDEX_4_3_THE_HALLS_TEXT	先前是艾斯理-特诺奇无上权威之殿，现在则是新战场。		
$INDEX_TREASURE_CHAMBER_TITLE	藏宝室		
$INDEX_TREASURE_CHAMBER_TEXT	$DRA发现了一个藏身处，也是一个补给站?? 只要你有钱的话。		
$INDEX_SIDEQUEST_7_TITLE	暗影之后		
$INDEX_SIDEQUEST_7_TEXT	神秘女人的身份终于水落石出了。		
$INDEX_4_4_FREEDOM_DASH_TITLE	为了自由奋战		
$INDEX_4_4_FREEDOM_DASH_TEXT	冲出山谷夹道，军队被逼在河流中奋勇一战。		
$INDEX_4_5_RIGHT_HAND_TITLE	艾斯理-特诺奇的右手		
$INDEX_4_5_RIGHT_HAND_TEXT	神秘敌人的袭击		
$INDEX_4_7_FOLLOW_ZELEMIR_TITLE	跟随舍里米尔		
$INDEX_4_7_FOLLOW_ZELEMIR_TEXT	$MCG 觉得舍里米尔的计划太恐怖，决定前去阻止他。		
$INDEX_4_6_THE_WAY_OUT_TITLE	出路		
$INDEX_4_6_THE_WAY_OUT_TEXT	$MCG 接受舍里米尔的安排，然后从墓坑中逃出。、		
$INDEX_4_8_THE_ARMY_TITLE	舍里米尔之军		
$INDEX_4_8_THE_ARMY_TEXT	在与守卫战斗后， $MCG的军队必须挑战舍里米尔之军。		
$INDEX_4_9_ZELEMIR_TITLE	疯狂		
$INDEX_4_9_ZELEMIR_TEXT	$MCG 赶紧阻止舍里米尔点燃这些水晶，否则整个墓坑都会灰飞烟灭。		
$INDEX_12_4_FINAL_TITLE	神王再临		
$INDEX_12_4_FINAL_TEXT	由$MCG'的血召唤出艾斯理-特诺奇。		
$INDEX_HERMIT_1_TITLE	隐士之所		
$INDEX_HERMIT_1_TEXT	一个来自游牧民族的隐士居住于此。		
$INDEX_HERMIT_2_TITLE	隐士之所		
$INDEX_HERMIT_2_TEXT	另一隐士居住之地，与前一个奇怪地相像。		
$INDEX_HERMIT_3_TITLE	隐士之所		
$INDEX_HERMIT_3_TEXT	第三个隐士居于堡垒深处。		
$INDEX_HERMIT_4_TITLE	隐士之所		
$INDEX_HERMIT_4_TEXT	最后一个隐士居于沙漠之中。		
$INDEX_OBELISK_TITLE	奇怪的纪念碑		
$INDEX_OBELISK_TEXT	沙漠中有一个奇怪的纪念碑。		
$BLANK			
